"iso3","year","publicOrderSafetySpendingLcu","publicOrderSafetySpendingPctGdp","publicOrderSafetySpendingPerCapitaPpp","oecdAccidentalPoisoningDeathsPer100k","wbUnintentionalPoisoningDeathsPer100k","spendingCurrency"
"NOR","2016","36203000000","1.161829","688.734578","6.6","0.12","NOK"
"NOR","2017","38183000000","1.149016","742.14462",,"0.21","NOK"
"NOR","2018","41066000000","1.148192","806.648711",,"0.28","NOK"
"NOR","2019","43903000000","1.220566","865.864901",,"0.26","NOK"
"NOR","2020","44230000000","1.277742","857.500427",,"0.31","NOK"
"NOR","2021","45413000000","1.050271","934.57474",,"0.29","NOK"
"NOR","2022","49882000000","0.8701","1091.884425",,,"NOK"
"NOR","2023","52308000000","1.025334","1062.630312",,,"NOK"
"POL","1995","6993000000","2.018875","155.747734","7",,"PLN"
"POL","1996","10356000000","2.388553","198.495871","6.4",,"PLN"
"POL","1997","13402000000","2.55598","229.197707",,,"PLN"
"POL","1998","15896000000","2.609427","248.436053",,,"PLN"
"POL","1999","11452000000","1.691073","170.471837","4.1",,"PLN"
"POL","2000","13253000000","1.763143","189.030157","4.3","1.12","PLN"
"POL","2001","15539000000","1.978722","221.12779","4.5","1.17","PLN"
"POL","2002","16072000000","1.972605","233.581504","4.3","1.1","PLN"
"POL","2003","18621000000","2.190703","270.089645","4.5","1.2","PLN"
"POL","2004","18957000000","2.022427","271.269275","4.6","1.14","PLN"
"POL","2005","21357000000","2.150121","299.631325","5.4","1.19","PLN"
"POL","2006","23742000000","2.211902","336.317023","5.5","1.17","PLN"
"POL","2007","26900000000","2.261587","380.698329","4.6","0.89","PLN"
"POL","2008","30233000000","2.342882","430.44318","4.3","0.92","PLN"
"POL","2009","32746000000","2.380412","459.423563","4.3","0.93","PLN"
"POL","2010","34872000000","2.418895","507.74813","4","0.88","PLN"
"POL","2011","35819000000","2.290313","522.386071","3.5","0.71","PLN"
"POL","2012","36699000000","2.26224","536.787494","3.7","0.69","PLN"
"POL","2013","36995000000","2.258867","551.929097","3.4","0.63","PLN"
"POL","2014","38444500000","2.247973","572.328108","3.1","0.58","PLN"
"POL","2015","39884100000","2.204072","594.837405","3","0.44","PLN"
"POL","2016","40585300000","2.175036","616.8335","2.7","0.49","PLN"
"POL","2017","42426220000","2.124672","641.019602","3.2","0.51","PLN"
"POL","2018","44700890000","2.081447","673.246324","3.7","0.79","PLN"
"POL","2019","47926170000","2.071203","743.196679","3.6","1.17","PLN"
"POL","2020","54544940000","2.308381","856.162326","4.2","1.54","PLN"
"POL","2021","57495590000","2.160256","886.991954","5","1.22","PLN"
"POL","2022","71396640000","2.302486","1077.04664","4.9",,"PLN"
"POL","2023","76966670000","2.253602","1092.39043",,,"PLN"
"PRT","1995","1389890000","1.561173","224.907697","1.6",,"EUR"
"PRT","1996","1497300000","1.586937","236.802697","1.2",,"EUR"
"PRT","1997","1676300000","1.638116","258.650107","0.9",,"EUR"
"PRT","1998","1982300000","1.780188","297.078472","1",,"EUR"
"PRT","1999","2009170000","1.679862","297.640426","0.8",,"EUR"
"PRT","2000","2229220000","1.735957","327.802816","0.6","0.32","EUR"
"PRT","2001","2365480000","1.742206","340.228087","0.8","0.37","EUR"
"PRT","2002","2602760000","1.825803","371.672276","0.7","0.32","EUR"
"PRT","2003","2904060000","1.988158","414.522907","0.7","0.35","EUR"
"PRT","2004","2935000000","1.927771","413.999793",,"0.26","EUR"
"PRT","2005","3114470000","1.964312","446.395383",,"0.23","EUR"
"PRT","2006","3106670000","1.868556","461.108865",,"0.2","EUR"
"PRT","2007","3181100000","1.812764","466.5696","0.2","0.19","EUR"
"PRT","2008","3282830000","1.832931","488.766339","0.3","0.12","EUR"
"PRT","2009","3607680000","2.056637","544.431152","0.3","0.17","EUR"
"PRT","2010","3586980000","1.994314","544.289787","0.4","0.17","EUR"
"PRT","2011","3483000000","1.975408","529.473238","0.2","0.15","EUR"
"PRT","2012","3126880000","1.855288","491.210226","0.2","0.11","EUR"
"PRT","2013","3498520000","2.049806","573.250588","0.4","0.24","EUR"
"PRT","2014","3291430000","1.90051","546.672712","0.7","0.28","EUR"
"PRT","2015","3334580000","1.858816","550.358312","0.6","0.23","EUR"
"PRT","2016","3327510000","1.785329","563.972465","0.6","0.19","EUR"
"PRT","2017","3341460000","1.709107","563.506871","0.8","0.31","EUR"
"PRT","2018","3508360000","1.711415","597.22898","0.9","0.35","EUR"
"PRT","2019","3546440000","1.65343","626.080487","0.9","0.32","EUR"
"PRT","2020","3817720000","1.899054","683.027365",,"0.34","EUR"
"PRT","2021","3800510000","1.755483","678.628626",,"0.33","EUR"
"PRT","2022","3973630000","1.628823","737.042812","1.6",,"EUR"
"PRT","2023","4279850000","1.583062","781.286127",,,"EUR"
"ROU","1995","102600000","1.34812","73.818878","8",,"RON"
"ROU","1996","180400000","1.584165","91.830506","8.6",,"RON"
"ROU","1997","185800000","0.728625","40.898504","7.8",,"RON"
"ROU","1998","200000000","0.540428","30.153198","7.2",,"RON"
"ROU","1999","901600000","1.635514","92.249542","6.1",,"RON"
"ROU","2000","1820400000","2.250934","131.787943","5.8","4.27","RON"
"ROU","2001","1869000000","1.59211","103.183912","5.9","4.44","RON"
"ROU","2002","3025800000","1.987109","139.587273","5.6","4.2","RON"
"ROU","2003","3662300000","1.908267","139.185407","5.4","4.08","RON"
"ROU","2004","4563900000","1.865189","161.386235","5.2","3.82","RON"
"ROU","2005","5837300000","2.034882","187.807662","4.6","3.51","RON"
"ROU","2006","8279600000","2.415549","263.460795","5.7","3.1","RON"
"ROU","2007","10193800000","2.394647","308.480432","5.1","2.64","RON"
"ROU","2008","11569700000","2.143206","336.681209","5.2","2.73","RON"
"ROU","2009","10837400000","2.041251","318.706075","5","2.59","RON"
"ROU","2010","12685000000","2.347129","384.601015","5.2","2.53","RON"
"ROU","2011","12273200000","2.089998","373.199525","4.4","2.48","RON"
"ROU","2012","12859900000","2.070122","388.482158","3.8","2.22","RON"
"ROU","2013","13978800000","2.213117","408.065715","3.8","2.16","RON"
"ROU","2014","14091200000","2.106607","407.79267","3.7","1.93","RON"
"ROU","2015","16144000000","2.26567","457.70745","3.5","1.95","RON"
"ROU","2016","15532900000","2.065191","460.424281","3.5","1.91","RON"
"ROU","2017","17088400000","2.006574","503.835602","3.3","1.95","RON"
"ROU","2018","20519000000","2.152984","595.916568","3.1","1.75","RON"
"ROU","2019","23452500000","2.212871","696.715846","3.2","1.76","RON"
"ROU","2020","25627800000","2.409419","776.057827","3","1.88","RON"
"ROU","2021","26064200000","2.197627","784.855582",,"1.92","RON"
"ROU","2022","29458800000","2.127607","869.863505","3",,"RON"
"ROU","2023","42534700000","2.673878","1257.752927",,,"RON"
"SVK","1995","803460000","4.01174","353.507559","3.5",,"EUR"
"SVK","1996","937800000","4.2152","400.425915","3.3",,"EUR"
"SVK","1997","1061880000","4.320369","437.959573","3.6",,"EUR"
"SVK","1998","1102000000","4.112595","438.666616","2.8",,"EUR"
"SVK","1999","1023430000","3.576659","383.619664","3",,"EUR"
"SVK","2000","1165550000","3.684716","418.95193","3.1","1.07","EUR"
"SVK","2001","1259220000","3.670411","453.932145","2.9","0.94","EUR"
"SVK","2002","1164230000","3.123584","415.180124","2.7","0.9","EUR"
"SVK","2003","977340000","2.371556","334.111065","3.1","0.79","EUR"
"SVK","2004","1031200000","2.241897","340.003503","2.6","0.94","EUR"
"SVK","2005","1083990000","2.156083","357.268488","3","0.68","EUR"
"SVK","2006","1304350000","2.314768","437.623544",,"0.81","EUR"
"SVK","2007","1407470000","2.22769","472.989185",,"0.76","EUR"
"SVK","2008","1564640000","2.282259","541.217919","3.2","0.69","EUR"
"SVK","2009","1738920000","2.714724","626.486832","3.2","0.81","EUR"
"SVK","2010","1761210000","2.562628","650.438757","2.3","0.61","EUR"
"SVK","2011","1565540000","2.185607","572.665071",,"0.62","EUR"
"SVK","2012","1844500000","2.501777","676.049448","2.7","0.56","EUR"
"SVK","2013","2085750000","2.794313","784.515517","2.6","0.56","EUR"
"SVK","2014","1618310000","2.113717","615.262137","2.7","0.56","EUR"
"SVK","2015","2150060000","2.674992","806.456412",,"0.49","EUR"
"SVK","2016","2215980000","2.714944","810.898941","2","0.45","EUR"
"SVK","2017","1833010000","2.157488","652.549205","2.1","0.32","EUR"
"SVK","2018","2010120000","2.226642","701.610853","1.8","0.5","EUR"
"SVK","2019","2360410000","2.496534","848.463922","2.4","0.36","EUR"
"SVK","2020","2524000000","2.67598","945.368737","2.1","0.68","EUR"
"SVK","2021","2363610000","2.319731","889.526102","2.1","0.58","EUR"
"SVK","2022","2633080000","2.394585","995.241062","2.2",,"EUR"
"SVK","2023","2971230000","2.405101","1105.719536","2.2",,"EUR"
"SVN","1995","173100000","1.637913","223.365327","2.2",,"EUR"
"SVN","1996","208230000","1.717127","245.280248","2.3",,"EUR"
"SVN","1997","231870000","1.67871","256.118853","1.6",,"EUR"
"SVN","1998","257650000","1.684973","269.486233","1.8",,"EUR"
"SVN","1999","291470000","1.69959","289.044833","1.9",,"EUR"
"SVN","2000","340090000","1.815564","324.833192","1.1","0.48","EUR"
"SVN","2001","392250000","1.873427","351.519963","1.9","0.88","EUR"
"SVN","2002","438000000","1.882039","376.488734","1.5","0.36","EUR"
"SVN","2003","482690000","1.902126","397.840247","1.3","0.59","EUR"
"SVN","2004","506190000","1.846002","416.970897","1.2","0.65","EUR"
"SVN","2005","518260000","1.792931","424.608653","1.3","0.55","EUR"
"SVN","2006","562150000","1.796325","459.339591","1.4","0.83","EUR"
"SVN","2007","590300000","1.689617","464.10469","1.8","0.32","EUR"
"SVN","2008","646080000","1.711831","504.321387","3.2","0.46","EUR"
"SVN","2009","664030000","1.853261","504.61783","3.4","0.4","EUR"
"SVN","2010","682050000","1.891915","521.779288","3","0.45","EUR"
"SVN","2011","674320000","1.833277","526.43723","3.8","0.55","EUR"
"SVN","2012","627350000","1.74586","502.575693","2.9","0.29","EUR"
"SVN","2013","657810000","1.825158","540.868466","2.6","0.49","EUR"
"SVN","2014","619020000","1.660865","507.759308","1.8","0.44","EUR"
"SVN","2015","607300000","1.577653","494.376547","2.3","0.39","EUR"
"SVN","2016","688100000","1.719684","577.387104","2.2","0.4","EUR"
"SVN","2017","689940000","1.618609","585.613509","2.6","0.35","EUR"
"SVN","2018","701760000","1.543604","596.143052","2.7","0.25","EUR"
"SVN","2019","775540000","1.610459","682.403875","2","0.19","EUR"
"SVN","2020","822340000","1.759441","734.870411","2.4","0.19","EUR"
"SVN","2021","908630000","1.746277","801.786814","1.5","0.22","EUR"
"SVN","2022","918000000","1.613878","844.818458","1.5",,"EUR"
"SVN","2023","1051490000","1.64167","920.387673","1.4",,"EUR"
"SWE","1995","25605000000","1.344129","310.279938","1.5",,"SEK"
"SWE","1996","26816000000","1.369691","328.065173","1.5",,"SEK"
"SWE","1997","26090000000","1.273889","316.138994","1.2",,"SEK"
"SWE","1998","27678000000","1.28524","332.839571","1.5",,"SEK"
"SWE","1999","29269000000","1.291358","355.077589","1.7",,"SEK"
"SWE","2000","29487000000","1.224149","362.79177","2.5","0.18","SEK"
"SWE","2001","31921000000","1.274401","381.6326","3.5","0.18","SEK"
"SWE","2002","34147000000","1.311617","406.434374","2.9","0.13","SEK"
"SWE","2003","35715000000","1.322087","420.258908","3","0.23","SEK"
"SWE","2004","35618000000","1.260374","426.067716","2.9","0.21","SEK"
"SWE","2005","36782000000","1.256591","429.733678","3.3","0.18","SEK"
"SWE","2006","39492000000","1.266785","477.219008","3.4","0.26","SEK"
"SWE","2007","41713000000","1.259399","513.996126","3.9","0.29","SEK"
"SWE","2008","43510000000","1.282772","537.567437","3.8","0.24","SEK"
"SWE","2009","44567000000","1.34071","537.544529","4.2","0.27","SEK"
"SWE","2010","47306000000","1.331995","558.791392","4.3","0.26","SEK"
"SWE","2011","48491000000","1.308864","580.252226","4.3","0.17","SEK"
"SWE","2012","50346000000","1.351754","611.087124","4.3","0.17","SEK"
"SWE","2013","51027000000","1.34106","618.204817","4.6","0.14","SEK"
"SWE","2014","52510000000","1.324784","620.547245","5.3","0.12","SEK"
"SWE","2015","53366000000","1.261328","615.175996","6.1","0.18","SEK"
"SWE","2016","56114000000","1.277408","642.405627","5.6","0.16","SEK"
"SWE","2017","58819000000","1.285629","661.766299","6.1","0.23","SEK"
"SWE","2018","62460000000","1.307286","694.462268","5.3","0.13","SEK"
"SWE","2019","65346000000","1.301355","742.376716","4.9","0.19","SEK"
"SWE","2020","69481000000","1.386056","796.833675","5.1","0.1","SEK"
"SWE","2021","73069000000","1.348694","846.058635","4.2","0.15","SEK"
"SWE","2022","79835000000","1.372581","920.667905","4.4",,"SEK"
"SWE","2023","90103000000","1.466714","1015.352417","4.1",,"SEK"
"USA","1995","147468338000","1.930277","553.813451","3.4",,"USD"
"USA","1996","157028124000","1.945073","582.893917","3.5",,"USD"
"USA","1997","166518827000","1.941332","610.726221","3.7",,"USD"
"USA","1998","178490373000","1.96948","647.046442","3.9",,"USD"
"USA","1999","193328239000","2.007317","692.833246","4.4",,"USD"
"USA","2000","208038842000","2.02946","737.302047","4.5","0.35","USD"
"USA","2001","224111241000","2.117867","786.440841","4.8","0.36","USD"
"USA","2002","237592539000","2.173942","826.04875","6","0.38","USD"
"USA","2003","244496720000","2.134142","842.779056","6.6","0.37","USD"
"USA","2004","258055997000","2.112236","881.323043","7","0.36","USD"
"USA","2005","271234669000","2.080148","917.832109","7.9","0.38","USD"
"USA","2006","287810168000","2.083228","964.575946","9.3","0.37","USD"
"USA","2007","308144940000","2.128922","1022.95166","9.9","0.4","USD"
"USA","2008","329027758000","2.227698","1081.994008","10.2","0.43","USD"
"USA","2009","335320511000","2.316059","1093.06284","10.3","0.43","USD"
"USA","2010","340218020000","2.26074","1099.683619","10.6","0.4","USD"
"USA","2011","340615827000","2.183473","1092.279696","11.6","0.44","USD"
"USA","2012","339539731000","2.088965","1080.170063","11.5","0.4","USD"
"USA","2013","344103866000","2.042985","1088.857609","12.2","0.4","USD"
"USA","2014","355338715000","2.024644","1116.659637","13.1","0.42","USD"
"USA","2015","367384062000","2.017926","1147.180344","14.7","0.42","USD"
"USA","2016","377342978000","2.018405","1170.202933","17.9","0.48","USD"
"USA","2017","387046336000","1.987163","1193.24578","19.8","0.47","USD"
"USA","2018","409599825000","1.994831","1254.263379","19","0.49","USD"
"USA","2019","429915824000","2.01074","1311.564568","19.9","0.52","USD"
"USA","2020","446793193000","2.121477","1366.263441","26.3","0.5","USD"
"USA","2021","461744663000","1.980455","1412.210955","30.6","0.53","USD"
"USA","2022","486324180000","1.899344","1478.846603","30.8",,"USD"
"USA","2023","513935040000","1.883086","1549.866763",,,"USD"
